AttMatriz;Iteradores;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;;
mapeamento_espaco_amostral;973;12;13;2;20;8;9;14;7;13;4;5;8;17;17;17;11;20;20;11;8;8;15;19;2;1;13;3;19;20;9;2;12;9;5;20;16;20;10;3;10;17;15;14;12;20;17;17;18;15;9;15;20;3;18;19;13;16;12;2;19;;
mapeamento_espaco_amostral;974;19;20;2;13;19;1;3;20;19;13;16;18;20;18;11;16;11;16;8;8;15;3;1;19;2;7;3;14;17;12;9;20;14;11;17;10;12;4;1;18;13;18;5;12;17;17;16;14;4;1;4;13;12;4;8;7;17;16;4;15;;
mapeamento_espaco_amostral;975;10;16;15;14;3;16;20;14;18;7;13;7;17;14;6;19;7;8;15;15;19;11;8;17;15;12;19;17;14;18;5;2;10;13;7;8;1;15;20;7;12;17;7;11;10;2;11;8;14;8;2;11;6;9;7;3;10;1;16;1;;
mapeamento_espaco_amostral;976;9;5;4;5;8;6;10;17;15;19;20;4;12;1;7;11;15;8;18;11;17;2;16;16;16;18;1;20;15;19;19;13;13;7;14;1;19;17;14;11;2;15;9;2;16;7;2;10;5;11;5;7;19;14;17;10;20;19;5;15;;
mapeamento_espaco_amostral;977;11;1;8;1;12;2;1;3;6;10;18;12;19;11;11;8;2;9;10;20;11;10;5;6;14;14;8;15;2;5;12;18;20;2;9;11;13;16;20;19;10;19;6;13;17;9;6;10;3;20;19;7;19;10;1;1;12;4;17;11;;
mapeamento_espaco_amostral;978;12;1;11;10;8;6;18;7;14;17;8;20;18;16;12;18;4;3;17;3;5;16;16;3;3;16;18;1;1;18;13;4;13;16;9;9;17;3;15;3;15;8;5;2;10;7;18;8;16;16;3;18;20;1;15;5;1;4;5;1;;
mapeamento_espaco_amostral;979;10;6;20;13;1;18;3;16;15;12;10;1;18;17;12;15;13;20;9;10;5;20;18;7;8;10;11;15;6;11;3;12;2;8;4;4;17;3;18;17;19;6;17;14;1;10;10;1;10;5;20;8;14;16;7;9;16;19;8;15;;
mapeamento_espaco_amostral;980;3;11;12;9;4;3;1;1;16;14;9;10;13;3;19;16;10;2;18;9;9;6;16;7;16;4;7;20;14;2;9;3;15;2;17;15;5;1;10;5;7;7;3;3;18;4;16;7;5;2;18;6;11;16;3;5;1;19;6;10;;
mapeamento_espaco_amostral;981;12;6;11;2;1;4;3;1;17;16;7;13;15;13;1;15;18;15;11;4;20;11;5;11;16;19;16;3;8;7;14;2;19;14;2;7;15;12;19;19;1;10;8;12;6;10;9;6;9;8;11;14;17;13;10;17;5;12;5;19;;
mapeamento_espaco_amostral;982;7;13;11;13;14;20;6;5;1;17;17;11;3;13;13;9;16;7;18;13;17;19;17;9;8;16;6;20;14;7;17;16;1;17;14;12;10;13;14;13;1;3;5;4;16;14;4;7;20;19;20;15;18;13;18;16;5;20;2;16;;
mapeamento_espaco_amostral;983;11;7;2;10;13;4;10;18;9;20;1;8;6;3;5;11;14;10;14;2;11;4;14;16;17;13;12;1;1;11;20;16;11;5;6;7;16;9;5;7;17;1;1;18;9;14;11;20;17;7;15;14;15;11;2;19;20;17;2;18;;
mapeamento_espaco_amostral;984;20;12;5;12;12;13;7;10;2;19;1;17;5;10;9;12;18;9;6;14;1;10;12;2;9;11;16;6;4;19;4;16;16;17;13;8;11;9;10;17;19;3;3;19;10;19;5;8;15;19;8;7;2;12;5;20;13;18;15;19;;
mapeamento_espaco_amostral;985;11;19;7;15;3;8;14;1;19;7;2;14;10;14;11;16;11;5;14;18;14;18;19;5;11;17;12;10;2;4;14;17;2;6;19;14;14;6;1;7;1;11;10;17;4;8;5;2;18;6;7;5;8;8;13;20;19;14;2;10;;
mapeamento_espaco_amostral;986;20;19;11;18;16;2;12;17;18;18;17;15;4;9;16;5;16;2;7;18;5;10;20;14;18;3;5;10;17;10;1;3;9;6;6;3;9;20;18;6;20;20;17;17;3;18;11;16;1;12;14;18;19;9;11;13;16;18;8;20;;
mapeamento_espaco_amostral;987;1;2;14;19;7;6;14;16;14;3;1;18;5;13;16;11;7;9;2;4;14;2;20;11;19;12;20;12;15;11;12;16;8;7;16;2;16;9;8;18;1;4;11;13;2;14;4;5;5;16;12;3;5;17;11;3;20;16;11;7;;
mapeamento_espaco_amostral;988;9;20;20;7;10;10;3;3;1;16;15;17;5;6;17;3;1;6;1;5;9;19;11;8;1;20;17;8;2;11;19;7;2;7;11;18;17;5;10;5;14;4;14;7;12;20;19;4;8;15;2;16;20;2;11;1;12;15;20;19;;
mapeamento_espaco_amostral;989;19;17;10;8;11;15;2;15;10;3;4;2;10;1;16;9;19;12;9;15;7;16;15;5;10;4;18;9;9;6;6;20;4;5;2;15;20;3;7;10;14;14;5;9;11;1;11;9;18;10;1;2;7;10;15;7;19;10;16;7;;
mapeamento_espaco_amostral;990;7;20;10;7;7;1;12;4;3;4;4;2;4;7;3;19;3;4;8;5;1;6;11;16;19;8;7;1;6;8;7;3;4;16;13;1;5;9;4;3;13;9;20;20;11;4;10;16;4;1;18;19;10;15;18;2;20;3;19;20;;
mapeamento_espaco_amostral;991;7;10;18;11;9;13;6;4;16;20;18;16;20;13;4;1;13;15;6;3;17;12;6;5;2;17;17;4;2;15;17;8;10;1;8;15;3;12;16;7;2;4;12;12;5;3;5;9;14;6;14;15;19;5;3;7;1;13;12;20;;
mapeamento_espaco_amostral;992;5;1;7;16;1;10;7;19;12;3;10;17;11;7;18;1;14;13;7;14;7;18;15;14;3;13;1;18;1;12;6;14;4;13;16;10;4;4;16;20;18;3;12;6;9;9;14;3;13;18;5;3;2;16;20;8;5;17;17;6;;
mapeamento_espaco_amostral;993;1;5;20;11;3;4;13;10;18;17;12;1;9;2;7;16;19;16;16;5;7;1;12;17;17;8;15;17;15;8;9;8;20;14;16;12;2;16;1;12;8;8;7;20;2;19;15;7;4;14;20;3;5;13;6;6;2;15;14;18;;
mapeamento_espaco_amostral;994;11;11;20;2;1;13;3;13;12;7;2;12;18;17;13;6;18;12;18;18;16;10;3;1;19;15;11;6;6;1;16;5;5;4;13;20;20;4;4;16;18;3;18;6;8;13;17;12;11;8;3;9;3;19;3;9;2;18;8;13;;
mapeamento_espaco_amostral;995;14;12;9;1;14;9;6;19;2;16;4;17;5;2;10;1;4;20;6;9;6;1;13;17;6;1;11;17;2;4;5;20;7;8;14;6;11;7;17;2;17;7;7;5;1;18;18;7;20;18;12;15;10;16;19;11;13;6;19;17;;
mapeamento_espaco_amostral;996;2;5;10;6;1;17;11;19;16;8;10;10;1;15;14;19;18;2;11;15;18;9;8;18;8;4;17;18;14;8;6;20;3;13;20;6;11;14;15;9;16;17;1;11;1;6;15;4;7;8;14;6;14;10;15;8;19;5;14;13;;
mapeamento_espaco_amostral;997;19;8;7;6;11;6;13;12;6;8;7;12;5;18;2;7;5;17;12;13;1;2;2;6;7;5;14;19;12;19;14;2;5;15;16;15;5;17;12;10;17;15;16;2;4;9;11;6;11;15;1;7;20;13;11;3;8;12;19;1;;
mapeamento_espaco_amostral;998;11;2;6;6;6;8;10;7;8;2;15;4;10;5;5;17;16;11;5;12;12;3;13;14;12;15;12;8;5;15;19;20;6;8;16;4;8;14;15;5;1;1;19;5;15;1;15;19;20;9;9;17;7;9;6;17;17;4;15;4;;
mapeamento_espaco_amostral;999;15;5;19;3;7;19;8;12;20;15;5;14;17;1;6;16;16;2;1;12;5;6;15;5;6;20;9;19;18;7;4;5;6;6;5;9;3;4;16;18;16;13;17;13;10;9;7;2;19;1;12;15;19;4;20;14;10;3;11;5;;
mapeamento_espaco_amostral;1000;12;20;16;20;5;14;9;19;11;15;6;11;6;3;14;1;19;12;4;10;18;5;19;10;20;10;2;2;4;2;17;16;18;17;19;19;4;4;3;1;18;3;20;8;12;4;17;5;4;10;20;5;7;15;12;9;12;9;2;2;;
mapeamento_espaco_amostral;1001;8;16;4;14;2;20;12;7;8;13;11;16;12;6;1;3;20;13;15;6;14;10;18;17;9;1;5;5;4;15;11;20;18;7;14;12;12;10;5;1;13;15;20;17;1;1;20;8;12;9;2;5;13;8;7;5;6;17;5;9;;
mapeamento_espaco_amostral;1002;6;11;5;12;17;1;10;5;2;18;19;16;19;6;2;2;15;3;20;13;7;14;4;11;15;6;17;4;15;11;13;11;20;11;17;1;13;11;9;15;7;13;11;17;6;1;6;18;5;12;11;19;10;17;16;10;14;7;19;14;;
mapeamento_espaco_amostral;1003;1;13;9;8;16;3;20;10;16;3;11;2;17;1;1;8;18;5;15;13;8;6;15;20;5;8;5;11;11;16;3;16;1;6;7;14;20;18;15;11;11;19;14;10;3;13;6;13;20;13;3;11;10;2;6;5;19;19;2;2;;
mapeamento_espaco_amostral;1004;8;2;9;7;17;4;5;11;14;5;3;14;19;12;13;17;2;20;18;15;14;6;20;18;18;16;4;5;14;18;12;12;17;18;3;20;20;9;18;6;6;15;20;15;16;3;1;16;18;6;11;4;5;6;17;1;12;16;3;12;;
mapeamento_espaco_amostral;1005;8;15;18;9;3;5;3;12;1;20;8;16;14;14;2;16;2;20;11;17;1;16;15;2;14;6;1;13;8;7;7;10;14;10;6;18;12;8;13;9;10;13;10;4;1;14;20;3;10;2;11;20;19;6;13;8;6;19;14;14;;
mapeamento_espaco_amostral;1006;5;16;3;11;20;18;20;6;20;9;7;10;20;9;11;10;17;14;2;12;12;1;14;2;18;1;3;6;17;20;13;13;2;19;3;3;15;14;19;8;8;1;4;13;16;5;16;6;18;7;5;20;18;16;6;17;6;18;6;6;;
mapeamento_espaco_amostral;1007;13;12;3;9;20;16;15;7;10;20;19;19;6;19;17;6;17;8;19;5;9;16;16;20;5;16;13;11;17;5;5;16;8;13;2;19;16;11;5;20;19;15;17;8;9;1;3;13;15;8;3;1;9;18;13;13;2;1;7;6;;
mapeamento_espaco_amostral;1008;2;7;13;4;7;15;11;7;18;14;18;3;20;11;14;19;14;19;16;19;19;5;19;18;8;4;11;15;10;8;3;2;13;12;6;13;19;16;15;16;2;12;1;7;2;11;19;5;14;9;1;4;14;1;2;19;15;18;20;13;;
mapeamento_espaco_amostral;1009;19;17;2;19;2;18;14;2;5;19;8;18;14;20;7;13;2;4;13;10;1;17;11;18;20;16;3;18;14;6;14;4;9;20;13;18;12;15;20;7;15;12;7;1;13;1;13;3;19;1;13;5;9;4;19;9;13;20;7;4;;
mapeamento_espaco_amostral;1010;2;14;8;18;17;4;17;16;16;16;9;6;14;13;4;2;14;19;13;19;13;4;16;6;9;6;20;9;12;13;3;16;16;1;12;13;13;8;2;3;3;17;10;12;20;8;17;17;10;2;13;18;7;20;6;8;19;20;20;9;;
mapeamento_espaco_amostral;1011;11;1;9;2;1;20;12;14;18;19;7;17;15;6;1;19;18;11;4;2;4;12;11;18;1;1;18;17;14;6;16;16;12;17;20;6;18;9;4;14;10;18;14;7;6;10;1;3;9;7;1;17;13;18;10;15;12;14;13;3;;
mapeamento_espaco_amostral;1012;20;1;12;11;8;2;15;8;14;10;18;11;1;12;18;5;17;3;7;14;14;19;17;6;3;8;20;20;1;11;7;17;4;13;13;7;19;5;2;7;11;3;20;9;16;3;15;6;16;8;13;17;19;17;2;20;12;18;15;4;;
mapeamento_espaco_amostral;1013;2;6;2;18;1;10;10;12;18;2;17;15;5;18;9;19;19;20;15;9;11;13;7;16;10;1;19;2;16;2;5;17;16;20;14;16;15;3;6;8;5;13;19;20;12;7;17;12;6;16;19;4;11;4;13;11;8;4;3;3;;
mapeamento_espaco_amostral;1014;10;4;4;6;16;14;11;19;12;1;8;4;10;19;14;14;17;16;8;14;16;6;6;8;20;19;4;14;7;11;8;20;19;14;18;7;6;16;12;3;8;12;13;7;16;3;19;3;1;3;11;6;18;8;14;8;17;18;7;2;;
mapeamento_espaco_amostral;1015;15;9;13;8;16;20;5;13;3;16;16;10;8;4;20;9;17;6;17;2;14;17;6;19;14;9;19;7;10;8;20;15;16;14;3;13;1;16;7;6;4;5;16;3;11;7;9;17;16;17;20;4;11;6;9;17;5;13;3;11;;
mapeamento_espaco_amostral;1016;17;12;1;8;2;19;16;11;6;15;19;17;15;2;5;6;5;18;11;20;4;5;15;9;5;11;4;10;20;3;11;8;4;4;15;17;20;11;1;15;16;3;9;3;17;19;15;1;18;16;10;15;16;14;18;16;12;2;17;17;;
mapeamento_espaco_amostral;1017;3;10;14;17;15;7;7;18;4;14;11;17;13;2;19;9;17;10;9;20;7;16;10;4;14;15;12;20;10;17;8;14;19;6;3;13;5;19;14;17;15;19;14;20;9;19;20;18;12;3;18;14;15;19;5;9;15;8;11;17;;
mapeamento_espaco_amostral;1018;4;17;18;17;14;12;13;9;2;2;1;17;16;19;18;17;12;1;5;11;3;20;13;10;18;4;14;1;14;19;19;15;18;7;6;5;1;14;7;4;6;19;6;10;20;11;5;12;8;18;19;16;1;18;11;9;15;13;20;20;;
mapeamento_espaco_amostral;1019;8;4;20;13;2;17;20;6;8;1;18;12;2;15;20;6;9;17;3;13;7;10;9;13;8;18;9;4;2;10;20;4;2;12;14;9;10;6;11;16;13;16;1;14;3;9;12;14;5;18;17;10;13;20;1;1;6;2;15;19;;
mapeamento_espaco_amostral;1020;2;15;16;13;17;19;1;20;1;16;3;20;20;17;14;15;8;10;11;19;11;10;2;9;9;10;5;7;8;17;7;12;8;14;10;8;19;19;18;17;2;6;12;17;10;20;3;16;20;3;17;15;5;20;10;12;15;3;9;15;;
mapeamento_espaco_amostral;1021;9;14;20;15;13;12;6;10;5;1;6;10;11;18;19;5;3;14;5;15;16;15;8;11;8;16;15;15;12;18;1;10;15;19;7;20;8;2;20;14;7;20;2;2;12;13;6;20;14;1;12;19;5;6;12;19;6;2;17;7;;
mapeamento_espaco_amostral;1022;2;1;4;2;7;10;10;15;1;17;1;6;19;15;13;19;19;5;16;8;9;12;3;14;11;15;4;7;1;20;4;13;7;15;12;2;1;9;12;11;15;9;15;1;6;19;13;19;1;18;2;14;6;2;3;12;12;5;1;4;;
mapeamento_espaco_amostral;1023;14;13;11;10;11;19;16;19;13;2;5;7;8;11;18;18;4;17;4;13;8;15;14;10;3;1;18;14;9;7;8;12;5;3;10;3;5;18;6;14;12;16;9;20;9;10;11;14;17;13;18;6;10;18;8;8;6;19;9;17;;
mapeamento_espaco_amostral;1024;11;15;12;19;10;1;2;12;8;2;2;16;5;3;16;18;6;12;10;3;13;10;16;20;16;5;1;3;10;6;9;5;10;17;11;7;2;9;18;2;1;19;9;12;8;10;12;11;5;20;19;9;20;12;18;6;17;14;10;2;;
mapeamento_espaco_amostral;1025;17;18;3;15;11;7;19;11;4;8;6;11;1;9;12;11;20;2;11;11;16;14;4;1;4;3;15;18;2;20;5;2;19;10;12;1;13;9;14;4;19;4;2;11;16;16;10;10;19;16;20;9;17;5;6;6;15;19;17;6;;
mapeamento_espaco_amostral;1026;6;5;1;12;7;11;8;15;5;7;18;12;12;1;4;18;1;5;13;6;6;15;20;5;18;2;16;13;16;4;6;15;20;19;18;10;9;14;10;4;19;15;14;7;13;15;20;18;11;11;7;14;3;14;11;9;18;7;4;18;;
mapeamento_espaco_amostral;1027;6;7;15;3;8;13;20;5;16;20;18;2;3;4;15;18;5;19;9;6;9;15;19;5;17;13;4;14;14;7;20;10;15;3;9;4;18;14;13;15;13;16;16;10;16;15;20;3;10;16;1;13;13;7;6;2;12;7;18;16;;
mapeamento_espaco_amostral;1028;19;19;5;1;18;4;7;19;15;9;11;6;15;13;2;13;17;16;20;14;7;7;8;19;1;3;1;11;10;4;8;19;5;4;17;14;12;3;16;11;10;3;14;15;15;16;4;10;2;15;14;5;12;11;8;17;1;11;19;5;;
mapeamento_espaco_amostral;1029;19;10;19;7;4;10;9;8;2;18;5;16;4;1;9;7;14;20;15;13;10;9;13;13;18;8;1;17;17;7;8;1;2;2;13;7;12;16;10;13;11;7;4;20;3;14;18;12;20;17;10;5;18;3;9;5;4;9;13;7;;
mapeamento_espaco_amostral;1030;6;14;15;9;19;3;8;12;2;15;17;5;15;6;2;7;12;17;4;13;11;13;16;5;10;11;20;2;11;1;7;1;2;11;7;8;6;9;20;7;17;1;5;3;16;20;3;4;8;7;17;20;7;15;4;8;10;20;4;6;;
mapeamento_espaco_amostral;1031;2;12;20;12;16;5;16;1;3;4;14;13;9;10;10;15;9;10;9;11;2;3;3;3;4;15;11;5;15;8;5;8;15;10;17;11;5;6;12;9;4;11;18;10;12;8;2;10;3;7;3;10;17;10;16;13;5;2;16;12;;
mapeamento_espaco_amostral;1032;18;3;20;13;12;19;11;8;10;17;20;17;17;18;7;5;15;7;2;5;15;6;20;13;8;2;4;6;8;13;16;11;15;2;3;4;14;18;6;4;13;2;19;10;16;6;4;14;11;17;7;14;19;8;14;18;18;15;13;17;;
mapeamento_espaco_amostral;1033;17;1;1;5;2;2;18;7;2;2;1;19;19;9;15;9;15;20;8;6;4;17;7;15;1;20;18;7;11;17;7;14;10;10;11;10;5;18;9;7;3;4;19;16;10;8;2;19;9;6;12;20;10;2;10;2;13;8;20;18;;
mapeamento_espaco_amostral;1034;9;17;2;8;6;17;7;9;2;17;7;15;20;17;9;20;14;1;18;18;10;11;7;13;1;1;19;11;16;6;7;13;14;14;13;11;8;16;6;14;15;10;3;17;16;4;10;8;6;19;13;20;13;11;8;14;7;3;1;1;;
mapeamento_espaco_amostral;1035;5;4;3;15;9;11;5;11;6;3;3;20;6;13;18;8;6;1;2;12;20;5;13;14;9;5;13;1;5;9;2;12;5;9;19;6;17;6;17;8;17;7;4;12;9;8;14;5;4;10;9;6;18;2;15;4;10;16;9;8;;
mapeamento_espaco_amostral;1036;13;4;3;2;6;20;20;18;18;12;9;4;6;8;7;9;16;8;9;17;18;15;3;14;2;10;20;11;15;14;3;14;9;7;4;14;11;20;10;17;1;14;11;3;14;19;6;2;20;16;7;1;14;5;2;19;10;18;17;13;;
mapeamento_espaco_amostral;1037;8;6;5;13;12;18;19;3;20;16;17;4;2;20;7;14;8;18;20;18;5;18;12;6;7;5;17;6;18;17;13;4;19;16;8;19;11;20;16;12;16;19;10;4;5;16;8;11;4;19;8;20;9;20;15;12;8;4;11;11;;
mapeamento_espaco_amostral;1038;14;7;4;14;6;18;14;3;19;14;16;7;16;4;16;16;7;7;1;15;6;10;16;10;8;1;1;14;2;8;7;6;9;10;3;5;4;3;14;12;12;1;11;12;8;8;19;12;20;5;9;6;19;19;1;3;18;18;10;6;;
mapeamento_espaco_amostral;1039;13;18;1;8;1;18;12;11;10;11;18;4;18;2;1;13;1;5;14;3;5;18;19;15;12;9;5;1;19;3;4;16;5;12;20;3;4;16;3;17;17;5;4;15;14;4;16;2;4;20;12;4;19;18;9;14;5;6;14;16;;
mapeamento_espaco_amostral;1040;15;5;16;6;4;8;4;12;7;7;9;20;17;16;10;11;14;13;18;20;16;1;9;10;7;1;11;13;16;15;14;10;5;8;16;13;18;12;8;12;19;7;7;14;15;5;13;8;1;7;19;16;1;2;2;13;20;15;19;19;;
mapeamento_espaco_amostral;1041;20;19;20;20;16;13;2;8;16;11;1;7;6;19;5;10;9;3;4;20;17;3;12;9;10;8;5;1;3;15;18;17;13;9;7;1;7;11;19;20;16;9;16;9;11;12;18;12;12;1;12;17;13;14;15;12;2;5;6;16;;
mapeamento_espaco_amostral;1042;16;10;6;19;14;8;5;17;1;18;14;20;16;10;18;9;14;19;20;20;16;14;10;1;19;4;15;8;17;10;2;16;8;15;5;9;20;2;15;8;4;5;18;2;20;8;8;19;5;8;12;16;17;16;4;14;17;17;7;16;;
mapeamento_espaco_amostral;1043;1;19;11;3;13;7;2;3;10;7;7;6;3;8;20;10;6;3;14;3;17;12;15;4;13;9;4;6;16;12;18;3;16;4;10;9;12;8;14;2;2;11;11;15;18;19;4;5;17;13;11;15;17;19;13;14;19;17;2;11;;
mapeamento_espaco_amostral;1044;4;19;7;15;12;12;1;19;10;15;13;9;5;16;11;3;1;19;10;20;7;5;6;9;9;15;17;4;14;4;12;11;14;10;4;20;4;1;6;2;8;20;4;4;11;10;3;20;10;18;2;1;16;9;13;5;19;2;9;17;;
mapeamento_espaco_amostral;1045;6;9;5;10;14;1;9;15;1;2;6;12;5;15;15;10;18;14;1;16;2;19;8;2;9;17;7;13;11;14;13;3;11;3;18;7;12;14;9;17;19;11;7;15;3;18;11;16;19;9;19;10;12;6;1;8;18;19;19;18;;
mapeamento_espaco_amostral;1046;12;7;15;13;2;6;18;8;19;14;10;18;5;6;11;11;9;7;5;15;2;7;14;1;11;7;13;18;20;9;11;10;6;14;8;7;16;12;15;3;19;6;1;4;15;7;16;4;14;15;18;11;17;8;9;5;17;20;18;19;;
mapeamento_espaco_amostral;1047;13;12;14;8;5;2;16;7;4;10;17;14;3;13;16;7;18;13;9;9;11;5;8;7;9;17;4;17;15;18;7;20;7;16;11;9;17;6;17;9;14;18;17;15;18;10;20;12;1;15;3;13;9;8;14;19;10;1;5;12;;
mapeamento_espaco_amostral;1048;13;8;12;17;1;16;12;9;3;17;9;15;13;5;14;7;14;16;11;5;10;19;2;12;3;6;12;9;10;16;14;8;8;17;3;19;10;3;10;13;15;9;6;10;7;2;15;19;12;17;15;19;10;3;8;4;7;13;17;14;;
mapeamento_espaco_amostral;1049;5;2;15;5;5;3;20;5;15;2;17;3;19;17;9;11;9;6;12;11;10;4;20;17;7;16;15;5;4;10;10;17;20;14;3;16;9;9;14;10;18;18;19;1;12;11;8;16;9;20;13;3;1;13;7;17;19;16;1;5;;
mapeamento_espaco_amostral;1050;15;12;1;16;16;17;2;4;9;7;18;10;5;1;5;14;1;13;6;3;11;12;6;9;16;5;4;17;3;2;15;4;7;20;11;16;11;19;8;12;14;18;12;12;12;16;18;8;10;19;7;6;12;20;2;8;1;2;3;9;;
mapeamento_espaco_amostral;1051;11;6;18;11;20;4;18;4;9;14;14;9;5;18;17;16;17;8;6;5;3;10;3;17;19;13;10;2;6;20;17;2;4;7;12;9;16;11;3;9;10;11;12;7;8;20;9;1;3;19;20;18;16;18;13;7;14;13;14;15;;
mapeamento_espaco_amostral;1052;3;7;12;7;18;12;18;1;11;3;11;3;4;20;13;5;3;11;14;8;5;17;1;16;14;1;15;6;12;3;2;20;11;5;10;18;4;15;18;2;6;2;18;9;4;18;13;10;20;3;5;15;15;3;13;8;20;2;20;9;;
mapeamento_espaco_amostral;1053;18;10;17;10;11;16;16;12;4;19;3;7;1;10;15;2;10;16;7;8;20;17;13;6;8;11;17;17;13;18;6;13;3;18;19;8;7;10;17;16;2;13;13;14;14;8;11;5;15;18;6;8;17;10;13;11;14;20;11;19;;
mapeamento_espaco_amostral;1054;4;12;20;4;8;11;19;20;11;5;15;7;5;11;15;13;18;19;20;7;1;2;16;16;16;14;1;8;17;10;9;15;1;11;9;10;3;4;11;10;16;6;13;8;20;14;2;10;14;7;1;8;13;13;20;13;9;5;3;8;;
mapeamento_espaco_amostral;1055;2;6;12;6;11;17;17;11;14;5;6;12;18;8;10;13;16;1;10;6;6;19;12;8;2;16;5;3;6;6;10;10;3;15;9;17;13;18;12;17;16;11;14;15;14;14;6;7;5;6;4;1;1;18;16;19;2;4;10;18;;
mapeamento_espaco_amostral;1056;5;9;15;13;17;4;19;9;14;12;17;18;20;14;13;4;11;19;12;12;18;11;19;16;19;10;20;11;5;8;8;6;7;13;15;2;4;17;11;5;6;9;16;3;7;16;7;19;14;20;8;1;15;15;18;20;13;8;18;19;;
mapeamento_espaco_amostral;1057;2;18;18;4;9;13;19;2;15;13;13;8;18;5;9;19;20;5;20;3;18;13;6;7;1;15;5;18;15;17;18;1;20;16;4;20;8;20;14;2;13;17;12;4;14;17;2;15;13;3;16;1;17;9;16;4;1;19;6;7;;
mapeamento_espaco_amostral;1058;18;6;13;6;19;19;2;11;12;16;14;19;20;5;16;6;19;13;10;6;19;4;3;11;10;2;8;1;3;12;14;10;3;15;2;1;12;13;7;2;11;2;18;6;16;4;16;13;7;16;11;17;4;7;7;12;13;7;13;2;;
mapeamento_espaco_amostral;1059;5;11;19;15;11;19;14;16;1;18;14;14;9;16;8;14;10;13;12;3;7;4;13;7;2;4;17;8;12;4;11;8;2;11;7;6;17;18;14;8;1;13;20;14;7;15;2;19;6;11;9;18;12;15;11;11;2;9;9;17;;
mapeamento_espaco_amostral;1060;8;13;19;10;17;4;11;7;5;8;7;16;5;7;7;10;15;2;8;17;17;16;18;5;5;3;17;10;17;4;12;1;10;8;9;3;12;19;20;5;7;13;15;12;11;8;18;17;20;6;9;1;5;11;15;1;5;4;2;13;;
mapeamento_espaco_amostral;1061;2;7;7;15;13;8;13;8;2;7;16;2;17;3;13;13;10;2;7;10;3;1;10;8;2;20;19;14;3;6;18;7;20;20;1;2;17;12;14;10;3;16;19;9;19;3;1;4;6;4;11;14;12;5;14;10;19;2;13;19;;
mapeamento_espaco_amostral;1062;19;12;15;4;12;10;16;1;9;9;20;4;6;2;8;12;9;17;15;10;14;6;15;19;13;12;9;11;5;4;10;6;17;17;4;16;12;3;19;8;5;15;15;19;17;20;17;12;2;18;11;2;1;8;12;7;5;5;18;11;;
mapeamento_espaco_amostral;1063;20;3;20;20;9;17;4;5;19;2;16;13;8;9;3;9;9;20;16;14;4;4;2;9;11;11;11;20;4;5;9;2;7;16;6;14;8;13;1;20;2;1;8;20;15;17;4;2;7;9;12;2;11;2;19;13;18;9;9;18;;
mapeamento_espaco_amostral;1064;13;7;8;10;18;8;12;19;15;15;12;16;18;9;10;20;1;7;16;9;3;8;18;13;2;3;3;18;14;9;12;10;9;2;11;1;3;2;17;12;9;14;17;12;8;3;17;17;2;10;9;1;5;13;14;17;10;2;9;19;;
mapeamento_espaco_amostral;1065;3;9;1;12;5;7;14;3;2;5;7;5;14;16;20;17;18;20;19;10;13;10;10;14;11;4;2;8;14;14;15;4;17;9;12;5;13;20;14;16;12;20;9;16;15;13;10;5;20;9;8;18;8;8;20;12;8;16;16;8;;
mapeamento_espaco_amostral;1066;13;16;12;2;18;11;16;17;1;7;12;4;17;15;8;9;12;10;15;11;4;7;15;8;6;6;2;4;10;20;11;5;12;15;8;8;9;3;15;3;17;5;7;1;10;14;13;3;6;14;14;6;15;15;3;18;13;3;4;16;;
mapeamento_espaco_amostral;1067;4;15;6;2;17;16;12;16;6;12;16;14;1;5;16;15;8;20;15;10;11;10;9;13;16;6;16;18;5;9;5;4;15;19;8;20;2;15;10;15;10;7;4;12;3;10;20;9;15;9;1;2;9;6;19;2;15;12;14;3;;
mapeamento_espaco_amostral;1068;5;11;6;20;7;3;8;15;19;16;6;8;4;2;16;11;12;4;7;8;6;14;9;2;20;10;1;16;4;13;12;5;12;9;3;19;7;3;7;7;14;3;5;7;12;9;5;10;14;18;11;3;11;20;13;18;11;2;18;3;;
mapeamento_espaco_amostral;1069;3;6;16;12;12;13;13;13;7;7;4;2;1;6;7;5;15;10;18;19;4;4;2;17;6;8;18;15;20;3;16;17;13;17;4;12;13;18;18;4;15;5;16;11;15;9;9;15;15;7;19;18;20;1;13;17;13;1;2;10;;
mapeamento_espaco_amostral;1070;14;14;17;15;8;1;2;6;8;4;14;16;3;16;20;15;11;10;6;5;1;3;7;1;6;2;15;19;12;9;7;10;14;13;13;18;3;15;7;17;13;1;11;15;18;19;7;12;8;14;2;12;11;16;2;19;16;14;18;15;;
